time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-09-30T02:54:16.510Z,37.657,-118.8493333,6.3,0.33,md,16,121,0.0218,0.05,nc,nc72317356,2014-10-10T18:25:09.216Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-30T02:42:41.470Z,37.6648333,-118.8503333,5.56,0.27,md,13,153,0.02918,0.04,nc,nc72317351,2014-10-10T18:23:08.955Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-30T02:24:05.820Z,37.6335,-118.8795,8.58,0.3,md,17,97,0.01754,0.02,nc,nc72317336,2014-10-10T18:13:26.010Z,"8km ESE of Mammoth Lakes, California",earthquake
2014-09-30T02:21:21.525Z,39.4718,-119.1596,9.4692,0.61,ml,5,223.37,0.296,0.1215,nn,nn00462538,2014-10-02T15:43:09.990Z,"8km NE of Silver Springs, Nevada",earthquake
2014-09-30T02:18:12.000Z,60.1151,-141.9598,2.2,1.2,ml,11,176.399985888001,,0.93,ak,ak11405682,2014-10-10T20:18:39.468Z,"26km ENE of Cape Yakataga, Alaska",earthquake
2014-09-30T02:17:00.520Z,38.8346672,-122.8085022,2.7,1.35,md,24,44,0.01467,0.02,nc,nc72317321,2014-09-30T02:42:05.576Z,"7km W of Cobb, California",earthquake
2014-09-30T02:09:21.550Z,38.7845001,-122.7376633,1.35,1,md,12,73,0.001459,0.03,nc,nc72317306,2014-09-30T02:30:04.228Z,"1km ENE of The Geysers, California",earthquake
2014-09-30T02:07:48.300Z,47.981,-122.6097,5.1,0.9,Md,,266.4,0.26051143,0.22,uw,uw60880642,2014-09-30T04:56:50.619Z,"7km WSW of Freeland, Washington",earthquake
2014-09-30T02:06:13.550Z,33.666,-116.7093333,18.23,0.48,ml,15,86,0.02977,0.1,ci,ci37046247,2014-10-01T16:29:10.380Z,"8km S of Idyllwild-Pine Cove, California",earthquake
2014-09-30T02:00:43.000Z,61.036,-147.3761,2.1,1.8,ml,,,,1.05,ak,ak11405680,2014-09-30T03:33:39.772Z,"56km W of Valdez, Alaska",earthquake
2014-09-30T01:50:57.000Z,52.7969,-169.4768,2.4,2.6,ml,11,201.599983872001,,0.65,ak,ak11405679,2014-10-10T20:18:38.902Z,"43km WSW of Nikolski, Alaska",earthquake
2014-09-30T01:49:04.800Z,19.9972,-156.4535,2.7,2.9,Ml,,219.6,0.646787,0.16,hv,hv60780841,2014-09-30T02:23:04.172Z,"57km WNW of Kalaoa, Hawaii",earthquake
2014-09-30T01:35:51.110Z,38.227,-122.329,5.91,1.31,md,23,67,0.0245,0.09,nc,nc72317296,2014-10-11T06:25:05.829Z,"8km SSW of Napa, California",earthquake
2014-09-30T01:30:35.270Z,38.816,-122.8166667,2.98,0.16,md,20,76,0.009003,0.03,nc,nc72317291,2014-10-07T01:49:06.903Z,"6km NW of The Geysers, California",earthquake
2014-09-30T01:13:45.600Z,19.1275,-65.5002,35,2.7,Md,4,316.8,0.83992479,0.18,pr,pr14273000,2014-09-30T09:16:25.470Z,"85km NNE of Vieques, Puerto Rico",earthquake
2014-09-30T00:51:05.000Z,64.7707,-149.029,14.6,0.5,ml,10,100.799991936001,,0.46,ak,ak11405677,2014-10-10T20:18:40.793Z,"21km N of North Nenana, Alaska",earthquake
2014-09-30T00:49:02.220Z,33.9851667,-116.9691667,18.07,0.88,ml,23,106,0.06808,0.11,ci,ci37046231,2014-10-01T16:25:34.630Z,"1km NNE of Cherry Valley, California",earthquake
2014-09-30T00:46:10.530Z,36.1471667,-117.7208333,7.72,1.01,ml,8,140,0.06197,0.13,ci,ci37046239,2014-10-01T16:17:21.146Z,"50km NW of Searles Valley, California",earthquake
2014-09-30T00:37:34.000Z,61.776,-149.5547,25.9,1.4,ml,15,71.9999942400005,,0.64,ak,ak11405675,2014-10-10T20:18:47.540Z,"17km N of Meadow Lakes, Alaska",earthquake
2014-09-30T00:35:54.020Z,33.7023333,-116.7318333,20.39,1.81,ml,72,19,0.01716,0.16,ci,ci37046223,2014-10-01T16:14:59.110Z,"4km S of Idyllwild-Pine Cove, California",earthquake
2014-09-30T00:34:40.000Z,62.456,-149.7915,71.4,1.3,ml,12,107.999991360001,,0.37,ak,ak11405674,2014-10-10T20:18:49.733Z,"22km NE of Talkeetna, Alaska",earthquake
2014-09-30T00:29:50.560Z,39.4748333,-123.2885,8.19,1.68,md,20,69,0.1949,0.07,nc,nc72317281,2014-10-10T02:41:33.610Z,"9km NE of Willits, California",earthquake
2014-09-30T00:09:32.700Z,34.199,-117.5033333,5.32,0.48,ml,12,102,0.00867,0.1,ci,ci37046215,2014-10-01T15:58:24.120Z,"13km NNW of Fontana, California",earthquake
2014-09-30T00:09:02.910Z,38.832,-122.7703333,2.29,0.22,md,13,77,0.001562,0.03,nc,nc72317276,2014-10-07T01:00:05.566Z,"4km WNW of Cobb, California",earthquake
2014-09-30T00:02:49.330Z,44.8161667,-110.8235,4.42,1.13,ml,15,113,0.03383,0.16,uu,uu60086937,2014-09-30T16:01:20.390Z,"28km NE of West Yellowstone, Montana",earthquake
2014-09-29T23:59:37.310Z,37.6475,-118.8555,4.84,0.59,md,26,68,0.01826,0.06,nc,nc72317271,2014-10-11T02:29:24.170Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T23:54:46.630Z,38.8243332,-122.8440018,2.41,0.79,md,13,75,0.007113,0.02,nc,nc72317261,2014-09-30T00:15:03.457Z,"9km NW of The Geysers, California",earthquake
2014-09-29T23:54:20.120Z,37.4641667,-118.843,3.76,0.74,md,15,180,0.1261,0.04,nc,nc72317266,2014-10-10T04:36:10.160Z,"23km SSE of Mammoth Lakes, California",earthquake
2014-09-29T23:44:10.490Z,33.9641667,-116.6653333,14.81,1.26,ml,48,41,0.07556,0.12,ci,ci37046207,2014-10-01T15:57:20.940Z,"12km SW of Morongo Valley, California",earthquake
2014-09-29T23:32:59.580Z,38.8136673,-122.8215027,3.13,0.56,md,8,81,0.007676,0.02,nc,nc72317251,2014-09-29T23:48:05.202Z,"6km NW of The Geysers, California",earthquake
2014-09-29T23:28:41.110Z,33.4151667,-116.4251667,15.95,1.43,ml,39,105,0.1007,0.16,ci,ci37046199,2014-10-01T15:53:07.410Z,"18km NNW of Borrego Springs, California",earthquake
2014-09-29T23:26:46.000Z,51.831,178.4668,112.4,3,ml,14,158.399987328001,,0.61,ak,ak11405563,2014-10-09T21:59:31.757Z,"13km S of Little Sitkin Island, Alaska",earthquake
2014-09-29T23:22:51.070Z,38.1016667,-112.5878333,3.62,0.84,md,10,63,0.3232,0.25,uu,uu60086917,2014-09-30T16:07:32.250Z,"20km SSE of Beaver, Utah",earthquake
2014-09-29T23:22:02.000Z,62.3679,-148.1452,48.4,2.1,ml,49,57.5999953920004,,0.69,ak,ak11405558,2014-10-09T21:59:38.706Z,"73km NNE of Sutton-Alpine, Alaska",earthquake
2014-09-29T23:18:59.870Z,35.9996667,-120.5598333,2.18,0.48,md,18,93,0.0212,0.05,nc,nc72317246,2014-10-10T02:41:31.470Z,"23km SW of Coalinga, California",earthquake
2014-09-29T23:15:44.000Z,37.6413333,-118.8483333,6.31,0.48,md,23,67,0.01045,0.07,nc,nc72317241,2014-10-11T02:28:53.620Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T23:13:20.000Z,68.8739,-146.6994,9.3,2,ml,7,172.799986176001,,0.37,ak,ak11413912,2014-10-09T21:59:32.371Z,"95km NNW of Arctic Village, Alaska",earthquake
2014-09-29T23:03:37.060Z,33.0025,-115.8321667,7.09,1.1,ml,12,81,0.04806,0.14,ci,ci37046183,2014-10-01T15:43:29.740Z,"20km W of Westmorland, California",earthquake
2014-09-29T22:59:18.330Z,34.5061667,-118.0628333,10.12,0.61,ml,9,111,0.03421,0.11,ci,ci37046175,2014-10-01T15:40:54.850Z,"4km E of Vincent, California",earthquake
2014-09-29T22:56:48.460Z,38.8149986,-122.8073349,2.41,1,md,19,46,0.008653,0.02,nc,nc72317231,2014-09-29T23:25:07.680Z,"6km NW of The Geysers, California",earthquake
2014-09-29T22:48:10.340Z,37.6376667,-118.9458333,7.18,0.32,md,15,73,0.0233,0.03,nc,nc72317211,2014-10-10T04:29:38.200Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-09-29T22:44:02.000Z,62.9041,-150.4444,89.9,2,ml,39,53.9999956800003,,0.52,ak,ak11405523,2014-10-09T21:59:37.316Z,"66km NNW of Talkeetna, Alaska",earthquake
2014-09-29T22:41:43.260Z,36.9581667,-121.5808333,6.45,0.78,md,23,67,0.07013,0.17,nc,nc72317206,2014-10-11T02:31:05.376Z,"5km SSW of Gilroy, California",earthquake
2014-09-29T22:37:12.390Z,37.6886667,-118.8508333,4.88,0.41,md,12,248,0.04686,0.02,nc,nc72317201,2014-10-10T04:26:07.310Z,"11km ENE of Mammoth Lakes, California",earthquake
2014-09-29T22:36:31.000Z,60.1911,-150.1559,55.5,1.8,ml,28,107.999991360001,,0.53,ak,ak11405521,2014-10-09T21:59:40.888Z,"40km WNW of Seward, Alaska",earthquake
2014-09-29T22:29:08.000Z,62.7682,-149.8496,77.4,1.5,ml,27,53.9999956800003,,0.38,ak,ak11405520,2014-10-09T21:59:40.049Z,"51km NNE of Talkeetna, Alaska",earthquake
2014-09-29T22:25:13.840Z,37.6635,-118.86,4.47,0.68,md,22,75,0.03189,0.06,nc,nc72317191,2014-10-11T02:28:24.830Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T22:19:46.000Z,60.7881,-147.156,17.3,1.4,ml,17,136.799989056001,,0.65,ak,ak11405518,2014-10-09T21:59:42.193Z,"58km SW of Valdez, Alaska",earthquake
2014-09-29T22:18:32.500Z,45.6987,-122.3907,0,1,Md,,165.6,0.23356197,0.17,uw,uw60088908,2014-09-30T02:32:50.384Z,"6km N of Fern Prairie, Washington",quarry
2014-09-29T22:18:31.800Z,45.6468,-122.3412,0,1.1,Md,,338.4,0.28746089,0.13,uw,uw60880567,2014-09-30T04:52:34.119Z,"4km ENE of Fern Prairie, Washington",quarry
2014-09-29T22:15:43.600Z,47.5175,-122.6145,0,0.7,Md,,345.6,0.11678099,0.1,uw,uw60880562,2014-09-30T19:01:53.282Z,"0km SE of East Port Orchard, Washington",quarry
2014-09-29T22:13:18.000Z,61.391,-140.2861,3.2,1.3,ml,17,97.1999922240006,,0.42,ak,ak11405517,2014-10-09T21:59:05.185Z,"165km WNW of Haines Junction, Canada",earthquake
2014-09-29T22:12:16.470Z,36.6695,71.1152,241.34,4.1,mb,,70,0.627,0.62,us,usb000sh6g,2014-09-30T06:17:04.364Z,"33km SE of Jarm, Afghanistan",earthquake
2014-09-29T22:12:10.120Z,33.5523333,-117.1,9.41,0.94,ml,29,75,0.05872,0.14,ci,ci37046167,2014-10-01T15:39:20.670Z,"5km E of Murrieta Hot Springs, California",earthquake
2014-09-29T22:09:16.400Z,46.3637,-122.4038,0,1.3,Md,,86.4,0.11678099,0.2,uw,uw60880547,2014-09-30T05:02:06.212Z,"23km SSW of Morton, Washington",quarry
2014-09-29T22:01:55.420Z,33.4933333,-116.4768333,17.04,0.48,ml,14,202,0.0522,0.13,ci,ci37046159,2014-10-01T15:35:45.160Z,"19km ESE of Anza, California",earthquake
2014-09-29T21:59:08.500Z,36.5658,-89.8453,7.2,1.8,md,18,64.7999948160004,0.05389892,0.07,nm,nm60020565,2014-10-01T15:45:38.449Z,"10km E of Malden, Missouri",earthquake
2014-09-29T21:51:10.000Z,60.1071,-152.9528,126.1,2.3,ml,47,107.999991360001,,0.7,ak,ak11405512,2014-10-09T21:59:41.568Z,"43km SSW of Redoubt Volcano, Alaska",earthquake
2014-09-29T21:49:46.460Z,33.4876667,-116.481,15.78,1.91,ml,70,47,0.05835,0.17,ci,ci37046143,2014-10-01T00:18:08.260Z,"19km ESE of Anza, California",earthquake
2014-09-29T21:49:43.330Z,37.6626667,-118.8596667,6.1,0.65,md,22,74,0.03106,0.09,nc,nc72317176,2014-10-11T02:28:22.590Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T21:48:16.720Z,33.497,-116.4733333,15.82,0.65,ml,11,307,0.07721,0.09,ci,ci37046151,2014-10-01T00:08:39.996Z,"19km ESE of Anza, California",earthquake
2014-09-29T21:48:09.000Z,65.248,-149.0201,4.8,0.6,ml,9,183.599985312001,,0.8,ak,ak11405513,2014-10-09T21:59:22.791Z,"65km NW of Ester, Alaska",earthquake
2014-09-29T21:10:00.400Z,36.8194,-97.7131,3.916,2.6,ml,,70,,0.71,us,usb000sh67,2014-09-30T05:12:35.449Z,"2km NE of Medford, Oklahoma",earthquake
2014-09-29T21:08:44.500Z,40.5593333,-111.2643333,11.89,0.86,md,12,84,0.07942,0.15,uu,uu60086902,2014-09-30T15:56:10.160Z,"5km SSE of Francis, Utah",earthquake
2014-09-29T21:06:00.000Z,60.427,-151.991,79.8,1.7,ml,24,75.5999939520005,,0.33,ak,ak11405481,2014-10-09T21:59:44.070Z,"38km W of Kalifornsky, Alaska",earthquake
2014-09-29T21:04:46.840Z,37.65,-118.8485,5.52,0.39,md,13,96,0.01565,0.03,nc,nc71087304,2014-10-11T02:27:21.950Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T21:04:28.120Z,37.6561667,-118.8563333,5.2,0.64,md,23,88,0.02437,0.05,nc,nc72317166,2014-10-11T02:25:21.210Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T21:04:19.500Z,47.3633,-120.4795,1.1,1.5,Md,,169.2,0.1706799,0.21,uw,uw60880437,2014-09-30T05:08:07.906Z,"13km SW of West Wenatchee, Washington",earthquake
2014-09-29T21:02:16.840Z,38.7903328,-122.7476654,2.19,1.55,md,28,43,0.0111,0.04,nc,nc72317161,2014-09-30T00:23:04.941Z,"1km NNE of The Geysers, California",earthquake
2014-09-29T20:57:06.000Z,62.8416,-148.8216,12.2,2.8,ml,70,35.9999971200002,,0.9,ak,ak11405474,2014-10-09T22:00:48.394Z,"61km S of Cantwell, Alaska",earthquake
2014-09-29T20:40:13.680Z,37.6593333,-118.8573333,4.77,0.74,md,24,73,0.0273,0.06,nc,nc72317146,2014-10-11T02:24:22.300Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T20:38:18.000Z,61.6557,-151.8745,94,1.7,ml,27,71.9999942400005,,0.8,ak,ak11413902,2014-10-09T21:59:30.816Z,"97km W of Willow, Alaska",earthquake
2014-09-29T20:37:50.900Z,45.6922,-120.1818,0,1.8,Md,,115.2,0.22457882,0.35,uw,uw60880402,2014-09-30T05:10:18.131Z,"40km WSW of Boardman, Oregon",quarry
2014-09-29T20:36:22.270Z,37.6546667,-118.8578333,5.15,0.59,md,22,71,0.02412,0.03,nc,nc72317141,2014-10-07T00:31:53.020Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T20:35:32.120Z,38.8216667,-122.7638321,2.7,0.58,md,9,86,0.009993,0.02,nc,nc72317131,2014-09-29T20:57:05.125Z,"3km W of Cobb, California",earthquake
2014-09-29T20:34:04.000Z,61.5186,-140.644,8,0.9,ml,15,97.1999922240006,,0.36,ak,ak11405473,2014-10-09T21:59:22.121Z,"188km NNE of Cape Yakataga, Alaska",earthquake
2014-09-29T20:26:38.000Z,53.4336,-163.7032,38.6,2.2,ml,13,223.199982144001,,0.42,ak,ak11405471,2014-10-09T21:59:21.391Z,"157km ESE of Akutan, Alaska",earthquake
2014-09-29T20:24:10.000Z,60.8173,-150.0427,47.5,2.1,ml,37,53.9999956800003,,0.63,ak,ak11405466,2014-10-09T21:59:42.999Z,"45km S of Anchorage, Alaska",earthquake
2014-09-29T20:23:29.000Z,65.1335,-148.7898,12.6,0.5,ml,10,215.999982720001,,0.53,ak,ak11405468,2014-10-09T21:59:20.691Z,"48km NW of Ester, Alaska",earthquake
2014-09-29T20:18:01.000Z,64.8628,-148.9588,17.3,1.5,ml,16,107.999991360001,,0.35,ak,ak11405464,2014-10-09T21:59:03.780Z,"32km NNE of North Nenana, Alaska",earthquake
2014-09-29T20:06:29.840Z,39.0468333,-123.0993333,0.98,1.45,md,15,200,0.05727,0.03,nc,nc72317126,2014-10-11T06:51:08.620Z,"11km SSE of Talmage, California",earthquake
2014-09-29T20:05:16.700Z,35.974,-97.5512,5.094,2.5,ml,,70,,0.96,us,usb000sh5y,2014-09-30T20:22:43.624Z,"4km ENE of Crescent, Oklahoma",earthquake
2014-09-29T20:01:27.000Z,61.2289,-149.2057,28.7,1.3,ml,19,61.1999951040004,,0.51,ak,ak11405461,2014-10-09T21:59:19.921Z,"36km SSW of Butte, Alaska",earthquake
2014-09-29T20:01:08.400Z,37.662,-118.858,3.44,0.2,md,9,150,0.02974,0.02,nc,nc72317121,2014-10-10T04:16:04.090Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T20:00:29.000Z,53.3898,-161.0123,42,2.8,ml,20,248.399980128002,,0.81,ak,ak11413895,2014-10-09T21:59:30.230Z,"182km SSW of Chernabura Island, Alaska",earthquake
2014-09-29T19:55:37.400Z,46.6875,-122.1415,2.5,0.8,Md,,216,0.23356197,0.58,uw,uw60889341,2014-09-30T05:13:54.570Z,"17km NE of Morton, Washington",earthquake
2014-09-29T19:55:33.320Z,37.4331667,-121.7698333,9.77,0.71,md,10,127,0.06018,0.03,nc,nc72317116,2014-10-10T04:14:32.660Z,"7km NE of East Foothills, California",earthquake
2014-09-29T19:53:15.490Z,35.0455,-118.3206667,0.01,1.11,ml,17,62,0.05739,0.1,ci,ci37046135,2014-10-01T00:04:55.040Z,"13km W of Mojave, California",quarry_blast
2014-09-29T19:53:10.760Z,37.6388333,-118.9451667,7.96,0.39,md,14,71,0.02458,0.03,nc,nc72317111,2014-10-10T04:13:01.890Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-09-29T19:49:14.750Z,38.2075,-122.3131667,9.58,2.33,md,85,77,0.03645,0.1,nc,nc72317101,2014-10-09T03:21:07.082Z,"5km NW of American Canyon, California",earthquake
2014-09-29T19:48:35.010Z,38.8223343,-122.7616653,2.38,0.99,md,14,54,0.01037,0.03,nc,nc72317106,2014-09-29T20:27:06.688Z,"3km W of Cobb, California",earthquake
2014-09-29T19:43:24.740Z,33.4848333,-116.4945,14.04,0.42,ml,14,205,0.06917,0.12,ci,ci37046127,2014-10-01T00:02:17.720Z,"18km ESE of Anza, California",earthquake
2014-09-29T19:40:12.210Z,40.5605,-111.2576667,10.41,0.82,md,11,86,0.0838,0.15,uu,uu60086897,2014-09-30T15:52:01.290Z,"5km SSE of Francis, Utah",earthquake
2014-09-29T19:36:10.180Z,37.6635,-118.8576667,4.63,0.31,md,11,138,0.03081,0.04,nc,nc72317096,2014-10-10T04:10:30.740Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T19:26:00.700Z,38.8353348,-122.7724991,2.9,0.56,md,10,91,0.00787,0.02,nc,nc72317091,2014-09-29T20:11:04.889Z,"4km WNW of Cobb, California",earthquake
2014-09-29T19:17:15.000Z,61.7179,-151.2417,75,2,ml,43,43.1999965440003,,0.59,ak,ak11405430,2014-10-09T21:59:46.303Z,"63km W of Willow, Alaska",earthquake
2014-09-29T19:14:22.050Z,36.5803333,-121.179,5.02,2.22,md,64,35,0.08435,0.07,nc,nc72317086,2014-10-09T02:52:08.972Z,"21km NE of Soledad, California",earthquake
2014-09-29T19:10:12.310Z,40.5626667,-111.2725,13.45,2.04,ml,28,61,0.07787,0.16,uu,uu60086887,2014-09-30T15:43:46.650Z,"5km S of Francis, Utah",earthquake
2014-09-29T19:06:12.600Z,19.4845,-155.6503,2.8,0.8,Md,,104.4,0.05389892,0.06,hv,hv60780346,2014-10-01T07:26:39.006Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-09-29T19:03:21.760Z,37.6613333,-118.8505,4.99,0.36,md,14,130,0.02606,0.04,nc,nc72317081,2014-10-10T04:08:59.740Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T19:02:57.970Z,38.8215,-122.7636667,2.25,1.19,md,42,34,0.0102,0.05,nc,nc72317076,2014-10-11T03:20:05.628Z,"3km W of Cobb, California",earthquake
2014-09-29T19:00:38.689Z,37.9693,-116.6954,14.5874,1.36,ml,8,111.27,0.429,0.1352,nn,nn00462118,2014-09-29T19:36:13.484Z,"37km SW of Warm Springs, Nevada",earthquake
2014-09-29T18:55:21.640Z,37.6461667,-118.9585,6.27,0.1,md,11,140,0.02902,0.07,nc,nc72317071,2014-10-10T04:06:28.760Z,"1km ESE of Mammoth Lakes, California",earthquake
2014-09-29T18:54:19.830Z,40.6063333,-123.9401667,26.97,1.61,md,18,96,0.1755,0.07,nc,nc72317066,2014-10-10T02:41:00.860Z,"14km ENE of Hydesville, California",earthquake
2014-09-29T18:49:19.000Z,61.5129,-140.6789,8.2,1.2,ml,20,82.7999933760005,,0.43,ak,ak11405428,2014-10-09T21:59:45.181Z,"187km NNE of Cape Yakataga, Alaska",earthquake
2014-09-29T18:48:57.270Z,34.0013333,-116.6645,17.44,0.92,ml,29,62,0.03956,0.12,ci,ci37046111,2014-09-30T23:53:09.120Z,"9km WSW of Morongo Valley, California",earthquake
2014-09-29T18:46:19.470Z,37.642,-118.839,5.94,0.38,md,11,120,0.004735,0.03,nc,nc72317061,2014-10-10T04:04:57.590Z,"11km E of Mammoth Lakes, California",earthquake
2014-09-29T18:43:29.770Z,37.6731667,-118.8578333,5.09,0.35,md,12,196,0.03444,0.04,nc,nc72317056,2014-10-10T04:02:56.740Z,"10km ENE of Mammoth Lakes, California",earthquake
2014-09-29T18:41:15.080Z,38.8233337,-122.8443298,2.37,0.78,md,12,86,0.007268,0.03,nc,nc72317041,2014-09-29T19:07:06.710Z,"9km NW of The Geysers, California",earthquake
2014-09-29T18:33:55.370Z,37.6393333,-118.9448333,8.07,0.34,md,13,70,0.02515,0.02,nc,nc72317036,2014-10-10T03:59:25.730Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-09-29T18:27:21.680Z,33.854,-117.5136667,0.01,1.28,ml,28,53,0.0678,0.17,ci,ci37046103,2014-09-30T23:49:02.690Z,"1km NNE of El Cerrito, California",quarry_blast
2014-09-29T18:27:09.700Z,47.6523,-122.5663,22.1,0.8,Md,,320.4,0.19762936,0.17,uw,uw60889201,2014-09-29T18:50:48.827Z,"4km NW of Bainbridge Island, Washington",earthquake
2014-09-29T18:26:34.710Z,40.5303333,-111.2658333,12.24,1.09,ml,7,210,0.1302,0.09,uu,uu60086872,2014-09-29T19:43:53.050Z,"8km S of Francis, Utah",earthquake
2014-09-29T18:20:58.630Z,40.5695,-111.2605,15.06,0.26,md,8,84,0.08894,0.05,uu,uu60086867,2014-09-29T19:05:23.040Z,"4km SSE of Francis, Utah",earthquake
2014-09-29T18:16:56.470Z,40.5563333,-111.2661667,11.38,2.43,ml,39,57,0.07629,0.22,uu,uu60086862,2014-09-29T19:03:17.240Z,"6km SSE of Francis, Utah",earthquake
2014-09-29T18:02:24.000Z,61.5285,-140.6708,1,2.5,ml,40,71.9999942400005,,0.64,ak,ak11405421,2014-10-09T22:01:56.257Z,"188km NNE of Cape Yakataga, Alaska",earthquake
2014-09-29T17:57:34.790Z,33.6611667,-116.732,15.27,0.34,ml,17,96,0.04915,0.07,ci,ci37046095,2014-09-30T23:43:53.490Z,"8km S of Idyllwild, California",earthquake
2014-09-29T17:56:27.190Z,38.2093333,-122.3088333,10.55,1.24,md,19,85,0.03932,0.06,nc,nc72317031,2014-10-07T00:49:04.373Z,"5km NW of American Canyon, California",earthquake
2014-09-29T17:48:33.810Z,40.4971667,-124.0683333,23.6,2.08,md,22,97,0.08208,0.11,nc,nc72317021,2014-10-10T02:40:01.840Z,"3km E of Rio Dell, California",earthquake
2014-09-29T17:43:14.120Z,37.6415,-118.956,7.02,0.34,md,13,117,0.02452,0.02,nc,nc72317011,2014-10-10T03:49:22.060Z,"1km ESE of Mammoth Lakes, California",earthquake
2014-09-29T17:38:59.180Z,37.6613333,-118.8636667,5.47,0.34,md,16,207,0.03129,0.03,nc,nc72317006,2014-10-10T03:47:21.260Z,"9km E of Mammoth Lakes, California",earthquake
2014-09-29T17:37:42.600Z,37.3915,-118.4441667,10.85,0.8,md,12,99,0.03965,0.02,nc,nc72317001,2014-10-10T03:56:54.890Z,"2km WNW of Dixon Lane-Meadow Creek, California",earthquake
2014-09-29T17:22:02.000Z,61.1113,-149.7311,37.8,1.5,ml,35,61.1999951040004,,0.57,ak,ak11405394,2014-10-09T21:59:02.107Z,"14km SE of Anchorage, Alaska",earthquake
2014-09-29T16:59:01.000Z,65.1017,-148.9267,11.5,0.9,ml,12,190.799984736001,,0.54,ak,ak11405392,2014-10-09T21:59:19.140Z,"51km NW of Ester, Alaska",earthquake
2014-09-29T16:54:51.000Z,61.186,-152.3312,126.7,1.7,ml,28,71.9999942400005,,0.41,ak,ak11405368,2014-10-09T22:00:00.547Z,"79km NW of Nikiski, Alaska",earthquake
2014-09-29T16:47:03.670Z,38.8396683,-122.8389969,2.58,0.94,md,22,58,0.002945,0.03,nc,nc72316976,2014-09-29T17:34:05.200Z,"9km NW of The Geysers, California",earthquake
2014-09-29T16:44:18.810Z,21.5031,121.3031,35.72,4.6,mb,,120,1.324,1,us,usb000sh2s,2014-09-30T00:48:15.321Z,"80km SE of Hengchun, Taiwan",earthquake
2014-09-29T16:40:12.010Z,37.6818333,-118.8508333,5.06,0.41,md,10,269,0.04538,0.02,nc,nc72316971,2014-10-10T03:43:20.190Z,"11km ENE of Mammoth Lakes, California",earthquake
2014-09-29T16:33:47.590Z,37.6621667,-118.845,6.78,0.64,md,13,128,0.02523,0.02,nc,nc72316961,2014-10-10T03:40:52.120Z,"11km E of Mammoth Lakes, California",earthquake
2014-09-29T16:26:08.870Z,37.6636667,-118.8443333,7.45,0.34,md,9,145,0.02653,0.02,nc,nc72316946,2014-10-10T03:38:18.210Z,"11km E of Mammoth Lakes, California",earthquake
2014-09-29T16:23:26.570Z,37.6753333,-118.8536667,4.84,0.62,md,15,199,0.03989,0.03,nc,nc72316936,2014-10-03T22:01:10.760Z,"10km ENE of Mammoth Lakes, California",earthquake
2014-09-29T16:12:17.000Z,53.2036,-165.489,15.1,2.6,ml,24,237.599980992002,,0.23,ak,ak11405364,2014-10-09T21:59:39.362Z,"101km SE of Unalaska, Alaska",earthquake
2014-09-29T16:09:23.380Z,33.728,-117.4915,10.77,1.06,ml,20,97,0.085,0.14,ci,ci37046087,2014-09-30T23:41:04.010Z,"11km NE of Trabuco Canyon, California",earthquake
2014-09-29T16:05:08.900Z,37.6466667,-118.8501667,5.1,1.65,md,36,58,0.01429,0.05,nc,nc72316931,2014-10-11T01:55:06.523Z,"10km E of Mammoth Lakes, California",earthquake
2014-09-29T15:57:02.280Z,37.6415,-118.95,7.83,0.44,md,20,62,0.02555,0.03,nc,nc72316926,2014-10-02T19:42:08.284Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-09-29T15:55:06.000Z,60.6193,-145.2503,0.3,2.9,ml,74,46.7999962560003,,0.73,ak,ak11405354,2014-10-09T21:59:47.286Z,"29km ENE of Cordova, Alaska",earthquake
2014-09-29T15:53:19.920Z,37.6688333,-118.8398333,7.72,0.43,md,8,277,0.03098,0.04,nc,nc72316921,2014-10-10T03:36:17.470Z,"11km E of Mammoth Lakes, California",earthquake
2014-09-29T15:47:56.540Z,38.7606659,-122.7388306,2.39,0.95,md,16,87,0.009096,0.04,nc,nc72316911,2014-09-29T16:04:05.210Z,"2km SE of The Geysers, California",earthquake
2014-09-29T15:47:54.510Z,37.6611667,-118.8468333,6.49,0.54,md,15,127,0.02475,0.03,nc,nc72316916,2014-10-10T03:34:46.650Z,"11km E of Mammoth Lakes, California",earthquake
